IndicatorId,Year,YearRange,Quarter,Month,AgeId,SexId,AreaCode,Count,Value,LowerCI95,UpperCI95,Denominator,Denominator_2,ValueNoteId,CategoryTypeId,CategoryId
92175,2060,1,-1,12,1,4,RAJ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RAL,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RAL,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RAL,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RAL,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RAL,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RAN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RAN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RAN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RAN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RAN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RAP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RAP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RAP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RAP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RBK,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RBK,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RBK,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RBK,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RBK,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RBL,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RBL,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RBL,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RBL,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RBL,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RBN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RBN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RBN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RBN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RBN,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RBQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RBQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RBQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RBQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RBQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RBS,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RBS,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RBS,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RBS,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RBS,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RBT,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RBT,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RBT,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RBT,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RBT,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RBV,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RBV,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RBV,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RBV,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RBV,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RBZ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RBZ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RBZ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RBZ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RBZ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RC1,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RC1,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RC1,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RC1,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RC1,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RC9,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RC9,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RC9,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RC9,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RC9,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RCB,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RCB,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RCB,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RCB,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RCB,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RCD,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RCD,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RCD,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RCD,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RCD,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RCF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RCF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RCF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RCF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RCF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RCU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RCU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RCU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RCU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RCU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RCX,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RCX,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RCX,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RCX,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RCX,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RD1,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RD1,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RD1,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RD1,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RD1,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RD3,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RD3,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RD3,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RD3,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RD3,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RD8,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RD8,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RD8,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RD8,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RD8,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RDD,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RDD,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RDD,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RDD,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RDD,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RDE,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RDE,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RDE,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RDE,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RDE,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RDU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RDU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RDU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RDU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RDU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RDZ,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RDZ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RDZ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RDZ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RDZ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RE9,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RE9,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RE9,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RE9,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RE9,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,REF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,REF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,REF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,REF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,REF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,REM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,REM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,REM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,REM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,REM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,REN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,REN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,REN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,REN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,REN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,REP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,REP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,REP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,REP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,REP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RET,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RET,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RET,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RET,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RET,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RF4,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RF4,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RF4,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RF4,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RF4,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RFF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RFF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RFF,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RFF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RFF,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RFR,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RFR,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RFR,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RFR,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RFR,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RFS,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RFS,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RFS,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RFS,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RFS,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RFW,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RFW,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RFW,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RFW,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RFW,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RGM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RGM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RGM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RGM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RGM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RGN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RGN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RGN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RGN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RGN,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RGP,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RGP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RGP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RGP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RGP,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RGQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RGQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RGQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RGQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RGQ,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RGR,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RGR,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RGR,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RGR,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RGR,2,2,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RGT,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RGT,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RGT,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RGT,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RGT,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RH8,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RH8,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RH8,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RH8,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RH8,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RHM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RHM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RHM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RHM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RHM,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RHQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RHQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RHQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RHQ,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RHQ,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RHU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,9,1,4,RHU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,10,1,4,RHU,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,11,1,4,RHU,0,0,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,12,1,4,RHU,1,1,-1,-1,-1,-1,0,-1,-1
92175,2060,1,-1,8,1,4,RHW,0,0,-1,-1,-1,-1,0,-1,-1
